date_time,standardgas,fastgas,rapidgas,pendingcount,avgtxnsperblock,avgnetworkutilization
2022-03-28 00:37:26,70.7 nAVAX,71.4 nAVAX,71.9 nAVAX,1130 Txns,24 Txns,45.60%
2022-03-28 00:37:45,69.5 nAVAX,70.4 nAVAX,70.9 nAVAX,1139 Txns,19 Txns,45.59%
2022-03-28 00:38:04,68.1 nAVAX,69 nAVAX,69.5 nAVAX,1149 Txns,19 Txns,45.54%
2022-03-28 00:38:22,65.9 nAVAX,66.8 nAVAX,67.3 nAVAX,1124 Txns,17 Txns,45.53%
2022-03-28 00:38:41,64.3 nAVAX,65.2 nAVAX,66.7 nAVAX,1119 Txns,23 Txns,45.55%
2022-03-28 00:38:59,63.4 nAVAX,64.1 nAVAX,64.6 nAVAX,1121 Txns,18 Txns,45.52%
2022-03-28 00:39:17,62.2 nAVAX,62.8 nAVAX,65.3 nAVAX,1155 Txns,15 Txns,45.49%
2022-03-28 00:39:35,60.6 nAVAX,60.6 nAVAX,63.1 nAVAX,1091 Txns,19 Txns,45.48%
2022-03-28 00:39:53,59.7 nAVAX,60.7 nAVAX,61.2 nAVAX,1092 Txns,14 Txns,45.43%
2022-03-28 00:40:12,57.6 nAVAX,58.6 nAVAX,59.1 nAVAX,1078 Txns,22 Txns,45.44%
2022-03-28 00:40:34,59.9 nAVAX,60.9 nAVAX,62.4 nAVAX,1111 Txns,20 Txns,45.46%
2022-03-28 00:40:52,61.1 nAVAX,61.5 nAVAX,63 nAVAX,1107 Txns,21 Txns,45.45%
2022-03-28 00:41:11,60.4 nAVAX,61.3 nAVAX,61.8 nAVAX,1103 Txns,20 Txns,45.46%
2022-03-28 00:41:29,60.9 nAVAX,60.9 nAVAX,62.4 nAVAX,1105 Txns,22 Txns,45.45%
2022-03-28 00:41:48,59.5 nAVAX,59.5 nAVAX,61 nAVAX,1082 Txns,17 Txns,45.44%
2022-03-28 00:42:06,60.4 nAVAX,60.4 nAVAX,60.9 nAVAX,1085 Txns,14 Txns,45.45%
2022-03-28 00:42:24,57.5 nAVAX,58 nAVAX,58.5 nAVAX,1079 Txns,23 Txns,45.41%
2022-03-28 00:42:42,56.1 nAVAX,56.6 nAVAX,57.1 nAVAX,1010 Txns,18 Txns,45.39%
2022-03-28 00:43:00,53.8 nAVAX,55.1 nAVAX,55.6 nAVAX,975 Txns,19 Txns,45.40%
2022-03-28 00:43:19,54.6 nAVAX,55.5 nAVAX,56.5 nAVAX,969 Txns,21 Txns,45.39%
2022-03-28 00:43:38,55.4 nAVAX,55.9 nAVAX,56.4 nAVAX,989 Txns,17 Txns,45.36%
2022-03-28 00:43:56,51.7 nAVAX,52.2 nAVAX,52.7 nAVAX,971 Txns,17 Txns,45.31%
2022-03-28 00:44:14,50.1 nAVAX,50.9 nAVAX,51.4 nAVAX,949 Txns,24 Txns,45.32%
2022-03-28 00:44:33,50.3 nAVAX,51.1 nAVAX,52.6 nAVAX,948 Txns,18 Txns,45.30%
2022-03-28 00:44:52,49.7 nAVAX,50.5 nAVAX,51 nAVAX,942 Txns,18 Txns,45.29%
2022-03-28 00:45:10,49.6 nAVAX,50.9 nAVAX,51.9 nAVAX,946 Txns,21 Txns,45.24%
2022-03-28 00:45:29,49.9 nAVAX,51.2 nAVAX,52.2 nAVAX,959 Txns,20 Txns,45.26%
2022-03-28 00:45:48,50.1 nAVAX,50.1 nAVAX,50.6 nAVAX,959 Txns,22 Txns,45.25%
2022-03-28 00:46:07,51.9 nAVAX,51.9 nAVAX,54.4 nAVAX,969 Txns,16 Txns,45.25%
2022-03-28 00:46:27,52 nAVAX,52.5 nAVAX,53 nAVAX,972 Txns,19 Txns,45.26%
2022-03-28 00:46:46,52.1 nAVAX,52.6 nAVAX,55.1 nAVAX,972 Txns,17 Txns,45.26%
2022-03-28 00:47:04,52.2 nAVAX,52.8 nAVAX,53.3 nAVAX,969 Txns,23 Txns,45.25%
2022-03-28 00:47:23,50.4 nAVAX,51.5 nAVAX,52 nAVAX,970 Txns,19 Txns,45.24%
2022-03-28 00:47:41,49.8 nAVAX,50.5 nAVAX,51 nAVAX,981 Txns,20 Txns,45.23%
2022-03-28 00:47:59,49.5 nAVAX,50 nAVAX,50.5 nAVAX,995 Txns,23 Txns,45.24%
2022-03-28 00:48:17,50.3 nAVAX,51.3 nAVAX,52.8 nAVAX,963 Txns,22 Txns,45.26%
2022-03-28 00:48:35,49.6 nAVAX,51.1 nAVAX,51.6 nAVAX,974 Txns,16 Txns,45.23%
2022-03-28 00:48:54,49.4 nAVAX,50.4 nAVAX,52.9 nAVAX,971 Txns,19 Txns,45.26%
2022-03-28 00:49:13,49.1 nAVAX,49.3 nAVAX,50.6 nAVAX,967 Txns,24 Txns,45.29%
2022-03-28 00:49:31,51.4 nAVAX,52.3 nAVAX,54.8 nAVAX,993 Txns,21 Txns,45.29%
2022-03-28 00:49:49,50.7 nAVAX,52.1 nAVAX,52.6 nAVAX,1004 Txns,18 Txns,45.28%
2022-03-28 00:50:07,50.6 nAVAX,51.5 nAVAX,52 nAVAX,1029 Txns,16 Txns,45.22%
2022-03-28 00:50:26,50.5 nAVAX,50.8 nAVAX,52.3 nAVAX,984 Txns,28 Txns,45.28%
2022-03-28 00:50:44,51.5 nAVAX,51.5 nAVAX,54 nAVAX,1005 Txns,20 Txns,45.30%
2022-03-28 00:51:02,52.1 nAVAX,52.6 nAVAX,53.6 nAVAX,1026 Txns,17 Txns,45.29%
2022-03-28 00:51:20,52.6 nAVAX,52.7 nAVAX,55.2 nAVAX,1011 Txns,20 Txns,45.30%
2022-03-28 00:51:39,52 nAVAX,52.7 nAVAX,53.2 nAVAX,1011 Txns,19 Txns,45.31%
2022-03-28 00:51:57,52.3 nAVAX,53 nAVAX,53.5 nAVAX,998 Txns,16 Txns,45.27%
2022-03-28 00:52:15,53.7 nAVAX,54.4 nAVAX,54.9 nAVAX,1003 Txns,23 Txns,45.32%
2022-03-28 00:52:34,52.9 nAVAX,54.1 nAVAX,54.6 nAVAX,1030 Txns,18 Txns,45.27%
2022-03-28 00:52:52,55.9 nAVAX,56.4 nAVAX,56.9 nAVAX,1042 Txns,13 Txns,45.29%
2022-03-28 00:53:10,53.1 nAVAX,54.1 nAVAX,54.6 nAVAX,1025 Txns,19 Txns,45.26%
2022-03-28 00:53:29,52 nAVAX,52.8 nAVAX,53.3 nAVAX,1018 Txns,20 Txns,45.26%
2022-03-28 00:53:47,52.9 nAVAX,53.6 nAVAX,54.1 nAVAX,1037 Txns,16 Txns,45.25%
2022-03-28 00:54:06,50.5 nAVAX,51.2 nAVAX,51.7 nAVAX,1002 Txns,19 Txns,45.21%
2022-03-28 00:54:24,48.4 nAVAX,49 nAVAX,49.5 nAVAX,990 Txns,16 Txns,45.17%
2022-03-28 00:54:43,47.4 nAVAX,48.1 nAVAX,48.6 nAVAX,974 Txns,20 Txns,45.17%
2022-03-28 00:55:01,49 nAVAX,50 nAVAX,52.5 nAVAX,959 Txns,19 Txns,45.22%
2022-03-28 00:55:19,48.1 nAVAX,49.1 nAVAX,49.6 nAVAX,956 Txns,21 Txns,45.21%
2022-03-28 00:55:38,49.3 nAVAX,50.3 nAVAX,50.8 nAVAX,948 Txns,23 Txns,45.29%
2022-03-28 00:55:56,48.1 nAVAX,49.1 nAVAX,49.6 nAVAX,959 Txns,19 Txns,45.26%
2022-03-28 00:56:14,50.4 nAVAX,51.4 nAVAX,51.9 nAVAX,958 Txns,19 Txns,45.27%
2022-03-28 00:56:33,49.5 nAVAX,50.1 nAVAX,50.6 nAVAX,954 Txns,24 Txns,45.26%
